logTimestamp,faction,planet,regionName,reason,pointValue,multiplier,source,planetModifier,softCapMultiplier
2026-07-19T19:00:46+00:00,Imperial,dantooine,gcw_region_dantooine_17,participating in a PvP Space Battle,1500,1.0,213545300679,1.0,1.0
2026-07-19T19:00:46+00:00,Imperial,dantooine,gcw_region_dantooine_17,winning a PvP Space Battle,1000,1.0,213545300679,1.0,1.0
2026-07-19T19:01:41+00:00,Imperial,rori,gcw_region_rori_3,factional presence,10,1.0,188448180203,1.0,1.0
2026-07-19T19:03:36+00:00,Rebel,naboo,gcw_region_naboo_6,factional presence,10,1.0,202510193621,1.0,1.0
2026-07-19T19:06:43+00:00,Imperial,rori,gcw_region_rori_3,factional presence,10,1.0,188448180203,1.0,1.0
2026-07-19T19:08:36+00:00,Rebel,naboo,gcw_region_naboo_6,factional presence,10,1.0,188606599682,1.0,1.0
2026-07-19T19:13:38+00:00,Rebel,naboo,gcw_region_naboo_6,factional presence,10,1.0,202510193621,1.0,1.0
2026-07-19T19:15:03+00:00,Imperial,rori,gcw_region_rori_3,a Restuss PvE mission completion,25,1.0,207222460020,1.0,1.0
2026-07-19T19:18:38+00:00,Rebel,naboo,gcw_region_naboo_6,factional presence,10,1.0,202510193621,1.0,1.0
2026-07-19T19:18:44+00:00,Imperial,rori,gcw_region_rori_3,factional presence,10,1.0,207222460020,1.0,1.0
2026-07-19T19:23:48+00:00,Rebel,naboo,gcw_region_naboo_6,factional presence,10,1.0,188606599682,1.0,1.0
2026-07-19T19:23:49+00:00,Imperial,rori,gcw_region_rori_3,factional presence,10,1.0,207222460020,1.0,1.0
2026-07-19T19:24:19+00:00,Rebel,naboo,gcw_region_naboo_14,factional presence,10,1.0,42103480768,1.0,1.0
2026-07-19T19:28:51+00:00,Imperial,naboo,gcw_region_naboo_14,factional presence,10,1.0,191348150418,1.0,1.0
2026-07-19T19:28:51+00:00,Rebel,naboo,gcw_region_naboo_6,factional presence,10,1.0,188606599682,1.0,1.0
2026-07-19T19:29:13+00:00,Rebel,tatooine,gcw_region_tatooine_12,factional presence,10,1.0,5734446754,1.0,1.0
2026-07-19T19:29:20+00:00,Rebel,naboo,gcw_region_naboo_14,factional presence,10,1.0,42103480768,1.0,1.0
2026-07-19T19:29:49+00:00,Imperial,rori,gcw_region_rori_3,factional presence,10,1.0,207222460020,1.0,1.0
2026-07-19T19:32:50+00:00,Rebel,naboo,gcw_region_naboo_14,a PvP kill,0,2.0,191348150418,1.0,1.0
2026-07-19T19:34:15+00:00,Rebel,dantooine,gcw_region_dantooine_5,factional presence,10,1.0,3558358772,1.0,1.0
2026-07-19T19:34:15+00:00,Rebel,tatooine,gcw_region_tatooine_12,factional presence,10,1.0,5734446754,1.0,1.0
2026-07-19T19:34:20+00:00,Rebel,naboo,gcw_region_naboo_14,factional presence,10,1.0,42103480768,1.0,1.0
2026-07-19T19:36:57+00:00,Imperial,naboo,gcw_region_naboo_14,factional presence,10,1.0,191348150418,1.0,1.0
2026-07-19T19:37:14+00:00,Imperial,naboo,gcw_region_naboo_14,participating in a PvE Space Battle,750,1.0,213532299925,1.0,1.0
2026-07-19T19:37:14+00:00,Rebel,naboo,gcw_region_naboo_14,participating in a PvE Space Battle,750,1.0,213532299925,1.0,1.0
2026-07-19T19:37:14+00:00,Rebel,naboo,gcw_region_naboo_14,winning a PvE Space Battle,500,1.0,213532299925,1.0,1.0
2026-07-19T19:37:52+00:00,Imperial,rori,gcw_region_rori_3,factional presence,10,1.0,207222460020,1.0,1.0
2026-07-19T19:39:18+00:00,Rebel,tatooine,gcw_region_tatooine_12,factional presence,10,1.0,5734446754,1.0,1.0
2026-07-19T19:39:24+00:00,Rebel,naboo,gcw_region_naboo_14,factional presence,10,1.0,42103480768,1.0,1.0
2026-07-19T19:39:51+00:00,Rebel,naboo,gcw_region_naboo_14,a PvP kill,0,2.0,191348150418,1.0,1.0
2026-07-19T19:42:01+00:00,Imperial,naboo,gcw_region_naboo_14,factional presence,10,1.0,191348150418,1.0,1.0
